CUL1,BRAF,NRAS,ISG15,MCMBP,ETS1,FGFR2,FLT3,NTRK1,ALK,RET,ERBB4,NR0B2,HMGB1,XAB2,IFI27,EGR4,CXCR2,NFATC3,DDX58,BCL2L11,TP73,ELF4,UBE2T,PRDM16,NR4A2,DAPK3,SURF1,CDC20,PPARA,ACVR1,FGFR1,DLD,UBE2L3,BMPR2,SUGT1,PARD3,IL22,TG,UQCRC1,KSR2,FKBP8,UQCRC2,BMF,HTRA2,HBEGF,FLNA,KLF5,ITGA3,CNTFR,ITGAV,GLI2,BBC3,NEDD4,UPF1,ATF3,EGLN1,RGL2,EIF4G2,PPP3CA,THRB,APPL1,TTN,PIK3CB,EIF2B4,CAMP,RAC2,JUND,EIF2B5,IL20,LIMK1,CAV2,MED1,NLRC4,EXOC2,CSNK1E,NCR1,ZBTB16,SPAG9,HNRNPD,SLC9A3R1,HAVCR2,EBAG9,NTN1,MUC16,NEDD4L,TUBGCP4,CCL13,EPHB3,ITPR2,MAPKAPK3,EIF3E,IL19,IFNL3,MMP2,ITGA8,MYH9,IL11RA,ALOX5,THBS1,MASP2,PCDH15,HNF4A,LTBP1,NRG2,CCNE1,ACVR2A,STIM1,ITGB6,NONO,KMT2A,CSMD2,CSF1R,FOXK2,EFNB1,LTC4S,DTL,CDH4,PPP2R1A,LTF,GPR161,PRKG1,WNT3A,EVC2,KDM2B,MGA,DOK5,OXTR,E2F3,PTPRZ1,PIBF1,BDP1,RYK,IL27RA,AGT,PSENEN,TUBB4B,DHH,TNS2,EPN1,ITGAL,SH3GLB1,CD226,KAT8,SOCS6,CD3D,CCM2,XPO1,BAZ1B,CCR4,ANGPTL1,TSC22D1,OR2G6,GRM6,OR2M5,CACNA1A,AKAP11,CAB39L,NCAM2,WASF3,FREM1,NSD1,WDFY3,SEPTIN6,SYNJ1,DCC,CDK13,CIR1,NOX1,IL17B,CHP1,NEURL1,CLK1,IL17RE,POU2F2,EXT1,ARHGAP30,ZNF407,RGS18,PLIN5,TBC1D12,FXYD4,PCDH9,LSAMP,LPP,UCHL3,BPTF,ZFAND3,COL6A2,TDRD5,RAB39B,NEIL3,ARAP3,GRIA2,KCNIP1,TDRD7,MLYCD,BSN,PCDH11X,PARP4,FZD8,GOPC,F2RL1,EFNB3,TREM1,TBX3,MAPKBP1,ANKHD1,ZMIZ2,DLGAP1,MDGA2,ALG13,SLC25A13,RYR3,EVPL,SRRM2,TONSL,CDH8,DNAH10,SDC1,GGPS1,PLEKHG1,PRSS38,PSMB1,FLNC,MAML1,PADI1,PUM2,PRDM7,HSPA5,ADGRV1,TBCE,C2CD3,ANK2,NUP93,PPRC1,GOLGB1,SLC4A9,DNAH7,TCEANC2,STXBP4,PFDN1,C4BPA,NEB,MLIP,RIOK2,MLLT3,KIF21B,SPECC1,MAP7D2,XPO4,MAP3K15,XRN1,CATSPER4,CLCA1,TBC1D2B,ABCD1,ACAD10,UNC13A,DNAH8,CELSR2,HELLS,KCTD3,ARHGAP19,DNAJC11,TRIM14,MPO,STAB1,SERPINA1,DSPP,FLOT1,PLXNC1,DPP6,ETV6,ADD2,TYRO3,UNC13C,CACNA2D1,MEPCE,SLC37A3,SYT10,LILRB1,GCN1,TTK,SERPINB3,MOGAT3,SPRED2,RASD2,EPB41L4A,SRR,PPIG,PLXDC2,MCTP2,POLR1A,ALPK2,EPB41L3,BACH1,SETBP1,PCBP3,TYMP,UGT2B7,RANBP10,CYP2E1,RNF128,RIMS2,HSH2D,CTBS,KLF8,TNXB,ABCB7,ZNF236,PHF3,DHX30,ADAMTSL2,BCORL1,NOL9,STAG3,BOD1L1,RAB11FIP2,VGLL4,SUV39H2,SRRT,FAM13A,OR5K1,FGD4,RP1,DPYS,FBN1,GGT5,KRTAP10-7,C1GALT1,UBASH3A,KBTBD8,ZNF335,ZFP90,AGR2,ZNF827,IGSF1,ITGA7,MKI67,VPS53,KCNG2,GRIN2D,SIGLEC6,PAX5,SVIL,OTUD7A,SYTL3,CNOT10,DIAPH2,LRFN3,DPP8,FRAS1,COL8A2,GIMAP5,PTPRO,TGOLN2,H1-4,OR5L1,MYO5C,PPP4R1,RBM12B,SNX31,AP3B1,SLC16A13,FMNL1,SLC39A7,PHEX,PDE3A,KDM5A,STEAP2,SLC39A2,ALG10,CPOX,RBM17,USP32,CDH7,ZNF521,DMD,KMT5B,NUAK1,UPF3A,SIGLEC12,ZNF814,ADGRA2,ATXN2L,HNRNPUL2,ADH7,NAP1L3,FARS2,GOLGA1,GSTA1,RPL10A,ZNF91,PCID2,SPATS2,ZNF385A,OPRL1,TTC8,ADM,COL4A6,KCND2,NELL2,TRPV5,FNTB,GABRR3,SLC8A3,PRPF39,CHAMP1,CEP250,BCAT1,GRK1,OR5H15,CCDC60,ZNF710,SH3GL3,TSPYL1,CNGA4,TPH2,TYR,ABCA13,B3GAT1,GALNT16,PIWIL2,GUCY1A2,MRGPRX1,LGALS7,AMOTL1,GSDMA,MTG1,BEX1,KAT6A,PIGO,INHBC,OSBP,AGTPBP1,SLC30A5,RPGR,ZNF28,FRS3,OR13F1,HOXC12,CYP1A2,OR2B3,SESN3,EPB41L4B,EPB41L1,GUCY1A1,WNK4,PHKA1,GPR141,TDRD6,MGMT,VPS13C,PIMREG,ZNF624,CPA1,KIF2A,OR5K2,LINGO1,SPNS1,NPAT,CCDC136,RBPMS,PIGZ,TTC26,CHRNA10,DDX56,KCNC3,MMP26,GPR15,OR5D18,TCP1,CYP27B1,ZNF630,EEF1AKMT1,CKAP4,COL20A1,OR5H1,FN3KRP,MYLPF,DZIP3,PAOX,LGR5,SIM1,LRP1,PSMA6,MDFI,ZNF217,ALKBH8,LARS1,ZNF324B,ARHGEF12,TULP4,GRIN3A,EFTUD2,STON2,KASH5,SMARCAD1,UNG,PCLAF,SNRK,HIVEP2,CRYM,PIH1D2,NMBR,NPEPPS,DLG2,HAPLN1,SNRNP48,TOMM40,TIMELESS,PXK,H2AX,UBE2A,CTR9,OR5AC2,GLYCTK,CWF19L2,PRRG1,CPM,RAB19,UBE4A,SIGLEC8,KANSL1,MMRN1,ZNF587,VPS35L,OR5H6,SVOPL,ZNF397,ABCF1,GRIP1,TMC1,RGP1,CTSH,NKG7,UNC13D,TBXAS1,ARID1B,TSPAN6,ULBP1,LAMA3,ECHS1,PRPS2,TRAFD1,ALDOB,FARP1,NDC80,RPL9,DTNA,TECTA,SIRT4,SHROOM2,MTHFD1,CCAR2,RABGAP1,CELSR3,AMELX,MAGED1,DNAI2,MARCHF8,RBM4B,MOB3B,ADAMTS6,TRIM47,CNTNAP1,KERA,FAM50B,SPRN,ADAM11,CAPN12,TSC22D2,RREB1,SNRPF,JHY,CACNG8,RBM10,OR5K3,CSTF2,CHCHD2,ZNF552,ANTXR2,CTNNAL1,RAB3C,KRT79,VIPR2,OR5AK2,RNF34,SORBS3,IFT52,MYO19,SSTR2,ARL6,PHF21A,LYZL6,PRMT1,WIPF2,DLGAP5,RBMX2,INPPL1,DIDO1,RPL12,NPBWR2,ECH1,CRNKL1,MYOM2,SOX2,RRP9,OR4A5,CLSTN2,POLR2B,SPTBN4,SINHCAF,TGM4,RGS6,RTP1,UNC45B,FYCO1,AKAP4,MRPL39,KRTAP4-2,IGFBP7,OR5H2,MAST4,KIAA1958,ARMC1,ROPN1B,NLGN4Y,PARP12,ZFHX4,UGT2A2,CPT1C,DDX54,GGA2,RNASE1,URB1,CLVS1,PATJ,DGKA,COG7,ARHGAP18,KEL,RPUSD1,RPL13A,ATG2A,KDM7A,ZNF341,NCKAP1L,WDR7,DMP1,ADGRL1,RAB3IP,RBM7,NEMF,KCNA4,ULK4,CDC16,HTR2C,BBS12,ZNF101,SIGLEC11,MYO1E,OR5B3,WHRN,MSL3,IRX6,RCVRN,LUC7L3,CXXC4,KCTD2,CDKL1,NDRG4,MARCHF6,RHBDL3,TBX5,SYCE1,COL9A1,CBFA2T2,OR51M1,ERO1A,TARS1,RAB6B,PAXBP1,APBA1,ATP2A2,TAAR5,CLDN10,CORO7,SCAF11,INTU,HIGD1A,CDK19,MID1,ZBTB43,GPLD1,DCT,OR5F1,N6AMT1,ARHGAP6,HELB,MORF4L2,BMPER,THOC2,CLPB,TRIM10,OR51E2,RP1L1,WNT11,DSE,DRD3
332.91099999999983,310.82800000000003,138.54699999999994,109.34399999999995,99.71699999999994,84.75099999999995,70.41499999999996,69.22299999999996,65.30499999999996,64.26099999999997,61.61599999999997,45.83799999999998,38.55299999999998,38.24099999999998,36.04699999999998,35.48599999999998,35.22499999999997,32.886999999999986,32.884999999999984,32.72799999999999,32.213999999999984,30.580999999999985,30.36499999999998,29.976999999999983,29.355999999999984,29.32399999999999,28.776999999999983,27.28299999999999,26.79999999999999,26.23299999999999,25.626999999999995,25.39499999999999,25.23899999999999,25.18199999999999,24.032999999999994,24.00999999999999,23.67899999999999,23.495999999999988,22.5,22.485999999999994,22.33599999999999,22.327999999999992,22.121999999999993,21.879999999999992,21.31299999999999,21.14999999999999,20.99199999999999,20.96399999999999,20.67999999999999,20.66299999999999,20.651999999999994,20.406999999999993,19.882999999999992,19.83299999999999,19.726999999999997,19.61699999999999,19.23999999999999,18.742999999999995,18.569999999999993,18.447999999999993,18.064999999999994,18.048999999999992,18.0,16.99599999999999,16.678999999999995,16.58099999999999,16.512999999999998,16.495999999999995,16.223999999999997,16.061999999999994,15.703999999999995,15.454999999999991,14.770999999999995,14.739999999999997,14.697999999999993,14.486999999999997,14.415999999999993,14.386999999999993,14.147999999999996,13.703999999999997,13.662999999999995,13.324999999999994,13.015999999999995,12.795999999999996,12.600000000000001,11.570999999999994,11.232,10.894999999999996,10.872999999999998,10.829999999999998,10.808999999999994,10.806999999999997,10.671999999999997,10.556999999999995,10.548999999999996,10.017999999999997,9.760999999999996,9.440999999999995,9.399000000000001,9.299999999999997,9.228,9.0,8.800999999999998,8.777999999999997,8.772999999999996,8.752999999999997,8.594,8.468999999999998,8.035999999999998,7.524999999999998,7.495999999999999,7.200000000000001,7.160999999999998,7.0669999999999975,6.945999999999998,6.9239999999999995,6.655999999999999,6.460999999999998,6.4449999999999985,6.350999999999998,6.300000000000001,6.3,6.066000000000001,6.061999999999998,6.025999999999998,6.025999999999998,5.9289999999999985,5.834999999999999,5.736999999999997,5.712,5.4,5.4,5.374999999999999,5.365,5.332,5.262999999999997,5.047999999999998,5.045999999999999,5.037999999999998,4.906999999999998,4.792999999999999,4.709999999999999,4.6899999999999995,4.687999999999998,4.675,4.632999999999999,4.598000000000001,4.508999999999999,4.508999999999999,4.505999999999999,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.457999999999999,4.457,4.378999999999998,4.343999999999999,4.319999999999999,4.281999999999998,4.160999999999998,3.9459999999999997,3.8419999999999996,3.808999999999999,3.7989999999999995,3.731,3.638999999999998,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.4,3.3149999999999995,3.0059999999999993,2.9779999999999998,2.9289999999999994,2.8609999999999998,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.3989999999999996,2.3579999999999997,2.3079999999999994,2.2749999999999995,2.183,2.0919999999999996,2.022,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
