pan.samplesID,ITGAV,ZBTB43,PFDN1,ANK2,COL4A6,KIF21B,KMT5B,OR5D18,BSN,WNT3A,SEPTIN6,HNF4A,MEPCE,CHP1,NUP93,TCEANC2,UPF3A,RPUSD1,RAB3IP,ROPN1B,RPL12,CRNKL1,ACAD10,FYCO1,DNAJC11,TAAR5,RNF128,CYP2E1,PPP3CA,WHRN,SDC1,KANSL1,TMC1,BAZ1B,GGT5,STON2,RAB39B,HIVEP2,DLG2,CACNA1A,PLXNC1,ZNF827,ZNF552,ANTXR2,PRMT1,CAPN12,XPO4,FRAS1,MTHFD1,RBM4B,CSNK1E,SIM1,KCNA4,FAM50B,ANGPTL1,KERA,ALG13,CNTNAP1,TRIM47,POU2F2,ADAMTS6,MOB3B,IFI27,ELF4,MARCHF8,GGPS1,RYR3,SLC25A13,DNAI2,CDK13,MAGED1,SH3GLB1,DNAH8,AMELX,KCNG2,CELSR3,RABGAP1,SPAG9,CCAR2,SIGLEC6,CNTFR,IL11RA,SHROOM2,SIRT4,MLLT3,TECTA,SVIL,DTNA,OTUD7A,SYTL3,CNOT10,DIAPH2,LRFN3,RPL9,TDRD5,FGFR2,NDC80,FARP1,ALDOB,ITGB6,TRAFD1,XAB2,PRPS2,GIMAP5,EXOC2,SPRN,NEDD4L,PTPRO,ADAM11,RAC2,ETS1,KRT79,NR4A2,LYZL6,PHF21A,TGOLN2,ARL6,NEB,C4BPA,SSTR2,LTF,MYO19,IFT52,SORBS3,MED1,RNF34,OR5AK2,VIPR2,CAB39L,RAB3C,TSC22D2,ARHGAP30,CTNNAL1,NTRK1,UBE2L3,FZD8,TREM1,OR5L1,CHCHD2,CSTF2,OR5K3,RBM10,PCDH11X,CACNG8,JHY,SNRPF,RREB1,ECHS1,GOLGB1,IGSF1,ULBP1,NEURL1,PSMA6,TSPAN6,TG,TIMELESS,NR0B2,TOMM40,STAG3,ISG15,TBX3,SNRNP48,CD3D,HAPLN1,C2CD3,BOD1L1,CUL1,NPEPPS,IL27RA,KAT8,TBCE,KMT2A,MAPKAPK3,NMBR,HSPA5,PIH1D2,CATSPER4,EGLN1,CRYM,BRAF,RAB11FIP2,PTPRZ1,SNRK,PCLAF,UNG,SMARCAD1,HAVCR2,HTRA2,BCORL1,KASH5,FAM13A,DAPK3,OR5K1,TTN,FGD4,EFTUD2,FXYD4,GRIN3A,TULP4,ARHGEF12,ZNF324B,LARS1,ALKBH8,ZNF217,MDFI,FBN1,PXK,H2AX,HBEGF,CELSR2,UBE2A,OR5H6,ARID1B,KRTAP10-7,TBXAS1,UNC13D,RGS18,MUC16,ABCD1,NKG7,HELLS,C1GALT1,DNAH7,UCHL3,PIBF1,UBASH3A,KBTBD8,CTSH,OR2M5,RGP1,NCR1,RYK,PLIN5,ANKHD1,FLNA,SRRM2,APPL1,CDC20,GRIP1,GOPC,ZNF335,ABCF1,ZFP90,OR2G6,MPO,AGR2,MYO5C,ZNF397,SVOPL,WDFY3,VPS35L,CDH7,EFNB3,CTR9,ZNF521,TDRD7,ZNF587,MMRN1,BMPR2,SIGLEC8,UBE4A,DLGAP1,FLNC,MAML1,RAB19,STEAP2,PDE3A,PPP4R1,CPM,NOX1,PRRG1,CAMP,CWF19L2,PSMB1,GLI2,RBM12B,FMNL1,GLYCTK,OR5AC2,OXTR,WIPF2,DLGAP5,CCM2,RBMX2,INPPL1,TARS1,ERO1A,SNX31,OR51M1,CBFA2T2,COL9A1,SYCE1,TBX5,RHBDL3,MARCHF6,KDM5A,WASF3,NDRG4,CDKL1,CXXC4,RBM17,BPTF,CD226,CDC16,LUC7L3,RCVRN,IRX6,MSL3,TP73,SRRT,PARD3,OR5B3,MYO1E,BBC3,AGT,SUGT1,EPN1,SIGLEC11,ZNF101,BBS12,HTR2C,RAB6B,KCTD2,TYRO3,FLOT1,PAXBP1,N6AMT1,DSE,WNT11,RP1L1,OR51E2,TRIM10,EVPL,CLPB,THOC2,BMPER,MORF4L2,HELB,KLF5,ARHGAP6,OR5F1,KLF8,PLEKHG1,LTBP1,CXCR2,RANBP10,PLXDC2,ZMIZ2,MDGA2,ATP2A2,RGL2,DCT,GPLD1,CCNE1,LTC4S,DRD3,MYH9,MID1,CDK19,BDP1,HIGD1A,INTU,POLR1A,STAB1,EFNB1,IL17RE,SCAF11,UGT2B7,EIF2B4,CDH8,ZNF236,CORO7,CLDN10,DLD,IL19,COL6A2,MOGAT3,APBA1,KCTD3,CCR4,ULK4,ADAMTSL2,NRG2,ARHGAP19,NEMF,EGR4,ITGAL,KIAA1958,EXT1,TNXB,SETBP1,TRIM14,MAST4,OR5H2,IGFBP7,STIM1,KRTAP4-2,MRPL39,AKAP4,BMF,UNC45B,UQCRC2,MCTP2,EPHB3,RTP1,RGS6,TGM4,SRR,PSENEN,SINHCAF,TNS2,SPTBN4,POLR2B,ACVR2A,CLSTN2,OR4A5,RRP9,SOX2,MYOM2,ACVR1,PPRC1,ECH1,XPO1,PCBP3,NPBWR2,MLYCD,STXBP4,SURF1,EBAG9,DIDO1,ARMC1,FLT3,HSH2D,ITGA8,CTBS,MLIP,SOCS6,NLGN4Y,KEL,RBM7,ITGA3,FOXK2,ADGRL1,NSD1,DMP1,SYT10,WDR7,GCN1,DTL,NCKAP1L,ZNF341,KDM7A,ATG2A,RPL13A,MCMBP,ARHGAP18,SERPINB3,MAP3K15,SPRED2,XRN1,TYMP,PARP12,ALOX5,COG7,DGKA,UNC13C,PATJ,NEDD4,CLVS1,TBC1D12,ABCB7,URB1,RNASE1,DCC,GGA2,DDX54,CPT1C,PIK3CB,ETV6,UGT2A2,ZFHX4,NTN1,LAMA3,CLCA1,LRP1,PHEX,FNTB,CSMD2,FREM1,CEP250,BCAT1,MMP2,CCDC60,ZNF710,RIMS2,SPECC1,ABCA13,ITPR2,GALNT16,AMOTL1,TSPYL1,TTK,SPATS2,UBE2T,SIGLEC12,ATXN2L,GOLGA1,ATF3,OPRL1,CACNA2D1,FARS2,RIOK2,PPIG,NUAK1,GSDMA,SYNJ1,UPF1,HMGB1,KDM2B,UQCRC1,KCNC3,EPB41L3,CCL13,MMP26,GPR15,TCP1,CYP27B1,FKBP8,COL20A1,EIF3E,EIF2B5,DZIP3,JUND,PAOX,LINGO1,CLK1,OR5K2,ZBTB16,BACH1,OSBP,SLC30A5,PPP2R1A,DOK5,GPR161,RASD2,WNK4,PHKA1,PRKG1,MAPKBP1,PIGZ,TSC22D1,PIMREG,EPB41L1,ALPK2,ZNF28,PIGO,DHX30,PHF3,TTC26,MTG1,RBPMS,NPAT,ADGRA2,SLC9A3R1,ZNF91,NELL2,EPB41L4A,PCDH9,GUCY1A2,ADD2,SLC37A3,TUBGCP4,LILRB1,TRPV5,OR5H15,ALK,IL20,LGR5,THRB,IL22,DHH,DMD,GRK1,CNGA4,B3GAT1,SLC39A2,PIWIL2,MRGPRX1,HNRNPD,ZNF407,EIF4G2,SLC39A7,ZNF385A,GSTA1,CPOX,TONSL,ALG10,DNAH10,FN3KRP,SLC16A13,USP32,AP3B1,IFNL3,CDH4,EVC2,CYP1A2,OR2B3,EPB41L4B,MGMT,KCNIP1,LIMK1,PRSS38,KCND2,DPYS,ZNF624,VPS13C,TDRD6,GPR141,GUCY1A1,DSPP,GRM6,NRAS,KAT6A,HOXC12,OR13F1,FRS3,RPGR,AGTPBP1,INHBC,RP1,SERPINA1,PADI1,CPA1,NLRC4,PPARA,NOL9,KIF2A,CAV2,UNC13A,MYLPF,SUV39H2,TBC1D2B,VGLL4,OR5H1,CKAP4,EEF1AKMT1,ADGRV1,ZNF630,RET,AKAP11,BCL2L11,THBS1,PARP4,DDX56,NONO,CHRNA10,CIR1,ITGA7,NEIL3,ARAP3,GRIA2,SLC4A9,PUM2,MKI67,CCDC136,PRDM7,SPNS1,SESN3,IL17B,CSF1R,LSAMP,TUBB4B,BEX1,LGALS7,ZNF814,H1-4,HNRNPUL2,KSR2,RPL10A,ADM,NAP1L3,ZFAND3,TTC8,ERBB4,PCID2,MAP7D2,DDX58,ADH7,F2RL1,COL8A2,DPP8,TYR,TPH2,PAX5,SH3GL3,PRDM16,NFATC3,GRIN2D,MASP2,VPS53,LPP,CHAMP1,PCDH15,NCAM2,PRPF39,MGA,SLC8A3,E2F3,DPP6,GABRR3,FGFR1,Subtype
TCGA-EM-A1CV-01A,0.0009999999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009999999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005999999999999996,0.014999999999999993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019999999999999987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9390000000000001,0.0,0.0,0.0,0.0,0.0019999999999999987,0.004999999999999997,0.0,0.0009999999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0039999999999999975,0.008999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011999999999999992,0.0,0.0,0.0,0.0,0.0,0.0,0.04099999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019999999999999987,0.0,0.976,0.0,0.0,0.0,0.0,0.0,0.0,0.0009999999999999994,0.0,0.0,0.0,0.0,0.0019999999999999987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009999999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.921,0.0,0.0,0.0,0.0019999999999999987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999999999995,0.0,0.0019999999999999987,0.0,0.0,0.0,0.0,0.012999999999999992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0039999999999999975,0.0,0.0,0.0,0.0,0.0,0.0009999999999999994,0.0,0.0,0.0,0.0,0.0,0.01899999999999999,0.0,0.0,0.0,0.0,0.0,0.0009999999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10099999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004999999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019999999999999987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008999999999999994,0.0,0.0019999999999999987,0.0,0.0,0.0,0.0,0.0,0.0,0.004999999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0039999999999999975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0039999999999999975,0.0,0.0,0.0,0.09399999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019999999999999987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0039999999999999975,0.0,0.0009999999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008999999999999996,0.0,0.0,0.0,0.0,0.0,0.0019999999999999987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024999999999999984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009999999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004999999999999997,0.0,0.0019999999999999987,0.0009999999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01999999999999999,0.0,0.0,0.0,0.0,0.0,0.010999999999999994,0.0,0.0,0.014999999999999993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019999999999999987,0.0039999999999999975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009999999999999994,1
TCGA-ET-A3DV-01A,0.018999999999999986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006999999999999995,0.0,0.0,0.0,0.0,0.09299999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22099999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002999999999999998,0.0,0.0,0.03299999999999998,0.03399999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013999999999999993,0.0,0.0,0.019999999999999987,0.0039999999999999975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4419999999999999,0.0,0.0,0.0,0.006999999999999995,0.0,0.06399999999999996,0.0,0.0,0.005999999999999996,0.0,0.023999999999999983,0.0,0.0,0.017999999999999988,0.09599999999999995,0.0,0.22999999999999993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009999999999999994,0.0,0.0,0.0,0.017999999999999985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3109999999999999,0.020999999999999987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002999999999999998,0.0,0.0,0.0,0.0,0.04799999999999997,0.0,0.0,0.06899999999999995,0.0,0.0,0.0,0.0,0.0,0.0,1.2489999999999994,0.0,0.0,0.010999999999999996,0.0,0.0009999999999999994,0.012999999999999992,0.0,0.0,0.0,0.0,0.01899999999999999,0.0,0.13099999999999995,0.0,0.008999999999999994,0.0,0.0,0.0,0.0,0.10099999999999998,0.012999999999999992,0.0,0.0,0.0,0.03499999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04299999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022999999999999982,0.0,0.0,0.0,0.02499999999999998,0.0,0.029999999999999975,0.13999999999999999,0.0,0.0009999999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019999999999999987,0.0,0.0,0.0,0.0,0.0,0.22999999999999993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09499999999999997,0.0,0.01699999999999999,0.0,0.0,0.02799999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.989,0.0,0.024999999999999984,0.0,0.0,0.017999999999999988,0.0,0.022999999999999986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023999999999999987,0.0,0.0,0.0,0.0,0.002999999999999998,0.019999999999999987,0.0,0.0,0.0,0.0,0.0,0.009999999999999993,0.0,0.0,0.005999999999999996,0.09299999999999999,0.0,0.006999999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0009999999999999994,0.008999999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011999999999999992,0.0039999999999999975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10099999999999998,0.0,0.0,0.030999999999999975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12199999999999997,0.0,0.0,0.0,0.008999999999999994,0.0,0.0,0.0,0.0,0.007999999999999995,0.0,0.008999999999999994,0.0,0.0,0.10899999999999996,0.0,0.0,0.0,0.0,0.0,0.3329999999999999,0.0,0.0,0.002999999999999998,0.0,0.0,0.0,0.0,0.0,0.017999999999999988,0.0,0.0,0.10299999999999994,0.0,0.010999999999999992,0.0,0.0,0.0,0.0,0.0,0.0,0.24199999999999988,0.0019999999999999987,0.0,0.0,0.0,0.0,0.0,0.0,0.004999999999999997,0.0,0.9,0.0,0.0,0.0,0.37399999999999983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009999999999999994,0.0,0.0,0.0,0.0,0.02999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03399999999999998,0.0,0.0,0.0,0.0009999999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04899999999999997,0.0,0.0,0.0,0.021999999999999985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004999999999999997,0.10199999999999995,0.05899999999999996,0.0039999999999999975,0.0,0.0,0.0,0.007999999999999995,0.0,0.0,0.0,0.0,0.126,0.0,0.004999999999999997,0.0,0.0,0.018999999999999986,0.0,0.0,0.0019999999999999987,0.0,0.025999999999999985,0.0,0.0,0.0,0.0039999999999999975,0.0039999999999999975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11699999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08599999999999997,0.007999999999999995,0.0,0.020999999999999984,0.01399999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019999999999999987,0.0,0.11799999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0039999999999999975,0.10499999999999998,0.005999999999999996,0.0,0.0,0.0,0.0,0.0,0.014999999999999993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13199999999999992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002999999999999998,0.03199999999999998,0.0,0.0,0.03799999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3869999999999999,0.0,0.03999999999999997,0.09899999999999998,0.0,0.0,0.0019999999999999987,0.0,0.09999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009999999999999994,0.002999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01399999999999999,0.0,0.0,0.0,0.0,0.0,0.03299999999999998,0.0,0.0,0.020999999999999984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04999999999999997,0.12099999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0039999999999999975,0.0,0.005999999999999996,0.0,0.0,0.15399999999999997,2
